id,carat,cut,color,clarity,depth,table,price,x,y,z
10482,0.9,Very Good,E,SI1,61.7,58.0,4795,6.15,6.2,3.81
8818,1.16,Good,F,SI2,63.7,63.0,4476,6.63,6.55,4.2
10935,0.9,Very Good,F,VS1,62.1,58.0,4898,6.15,6.19,3.83
9093,1.32,Premium,G,SI2,58.9,59.0,4524,7.25,7.18,4.25
34687,0.3,Ideal,F,IF,59.4,60.0,873,4.37,4.39,2.6
53510,0.7,Premium,F,VS2,62.4,59.0,2686,5.68,5.64,3.53
11779,1.83,Fair,J,I1,70.0,58.0,5083,7.34,7.28,5.12
50260,0.5,Ideal,E,VVS2,61.5,57.0,2236,5.09,5.12,3.14
16756,1.45,Very Good,J,VS2,62.8,57.0,6671,7.14,7.17,4.49
37123,0.42,Ideal,D,SI1,63.0,55.0,970,4.79,4.76,3.01
2492,0.6,Ideal,F,VVS2,61.5,57.0,3196,5.42,5.45,3.34
26370,0.32,Ideal,F,VS2,62.4,54.0,645,4.38,4.4,2.74
23428,1.32,Ideal,G,VVS2,62.3,57.0,11419,6.96,7.04,4.36
20309,1.04,Premium,F,VVS2,59.2,58.0,8722,6.68,6.66,3.95
36389,0.57,Premium,J,SI2,62.7,60.0,941,5.25,5.21,3.28
17965,1.0,Good,E,VS1,63.6,59.0,7260,6.32,6.35,4.03
25971,1.51,Ideal,G,VVS2,60.5,56.0,15164,7.42,7.45,4.5
9432,1.09,Very Good,G,SI2,62.1,57.0,4591,6.58,6.63,4.1
50048,0.7,Very Good,H,SI1,61.5,55.0,2200,5.72,5.76,3.53
31197,0.32,Ideal,I,VVS1,61.7,55.0,756,4.4,4.39,2.71
34841,0.3,Ideal,G,VVS2,60.9,57.0,878,4.35,4.32,2.64
7768,0.91,Good,G,VS1,63.6,60.0,4284,6.03,6.11,3.86
22586,1.35,Ideal,H,VVS1,61.9,57.0,10639,7.06,7.09,4.38
41353,0.43,Ideal,H,VS2,62.5,56.0,1218,4.81,4.85,3.02
20326,1.5,Premium,I,SI1,62.0,62.0,8736,7.35,7.3,4.54
35843,0.34,Very Good,G,IF,59.4,56.0,917,4.59,4.63,2.74
41946,0.35,Very Good,H,SI1,61.3,55.0,504,4.55,4.58,2.8
51975,0.26,Very Good,E,VVS2,64.3,57.0,547,3.99,4.03,2.58
29603,0.35,Ideal,F,VS2,61.5,57.0,706,4.52,4.55,2.79
48231,0.57,Ideal,E,VS2,62.9,57.0,1949,5.29,5.26,3.32
9558,1.1,Ideal,H,SI2,62.6,56.0,4620,6.65,6.57,4.14
10001,1.0,Fair,D,SI1,65.9,54.0,4704,6.24,6.2,4.1
51809,0.72,Ideal,E,SI1,60.9,57.0,2416,5.83,5.86,3.56
6095,0.81,Ideal,E,VS2,61.5,57.0,3975,6.0,6.06,3.71
53093,0.7,Very Good,G,VS1,62.8,58.0,2613,5.62,5.68,3.55
15639,1.01,Premium,F,VS2,60.4,59.0,6271,6.52,6.46,3.92
37132,0.36,Ideal,D,VVS2,60.7,56.0,971,4.59,4.63,2.8
12425,1.07,Ideal,F,SI2,61.5,55.0,5240,6.56,6.62,4.05
18354,1.01,Good,E,VS1,63.6,54.0,7466,6.38,6.32,4.04
47129,0.61,Very Good,E,SI1,62.1,55.0,1829,5.43,5.46,3.38
42187,0.5,Very Good,G,SI1,60.0,63.0,1286,5.1,5.06,3.05
29698,0.31,Ideal,H,VVS1,61.5,54.0,707,4.36,4.39,2.69
8047,0.25,Ideal,G,VVS1,62.6,55.0,582,4.03,4.04,2.52
33707,0.3,Ideal,E,VVS1,62.6,54.0,838,4.3,4.33,2.7
31278,0.32,Premium,I,VS2,62.2,59.0,449,4.35,4.37,2.71
26191,2.04,Premium,I,SI2,60.2,59.0,15543,8.28,8.22,4.97
42239,0.54,Good,G,SI1,63.2,56.0,1292,5.16,5.19,3.27
18050,0.36,Very Good,E,SI1,59.9,60.0,615,4.59,4.62,2.76
17582,1.2,Ideal,I,VVS2,62.9,55.0,7079,6.75,6.79,4.26
36314,0.32,Premium,H,VVS1,62.7,57.0,936,4.41,4.36,2.75
30366,0.36,Very Good,I,VS1,63.3,56.0,729,4.56,4.51,2.87
17590,1.2,Very Good,I,VVS1,62.6,56.0,7080,6.7,6.74,4.21
19232,1.05,Very Good,E,VS1,63.1,59.0,7969,6.49,6.45,4.08
28315,0.32,Premium,I,SI1,62.7,58.0,432,4.34,4.37,2.73
16303,1.01,Good,E,VS2,58.0,60.0,6522,6.64,6.68,3.86
52601,0.71,Very Good,G,VS2,61.5,57.0,2543,5.69,5.73,3.51
5474,1.02,Good,E,SI2,62.8,64.0,3838,6.36,6.32,3.98
30922,0.34,Very Good,E,VS2,62.8,58.0,745,4.43,4.45,2.79
46492,0.52,Ideal,F,VS1,61.2,57.0,1778,5.16,5.2,3.17
29864,0.3,Very Good,D,VS2,62.0,59.0,710,4.22,4.27,2.63
5084,0.9,Very Good,G,SI1,63.8,57.0,3752,6.04,6.13,3.88
10989,1.02,Premium,D,SI2,59.5,62.0,4912,6.56,6.52,3.89
6277,1.0,Good,I,SI1,63.2,56.0,4015,6.31,6.37,4.01
43310,0.51,Premium,F,VS2,62.7,59.0,1402,5.04,5.07,3.17
17153,1.23,Very Good,H,VS2,62.4,58.0,6848,6.8,6.85,4.26
4967,0.91,Very Good,H,SI1,62.8,58.0,3734,6.13,6.16,3.86
48630,0.77,Very Good,J,SI2,61.3,58.0,2001,5.84,5.91,3.6
38334,0.32,Ideal,E,VVS1,61.7,56.0,1020,4.42,4.4,2.72
14097,1.23,Premium,I,SI1,62.0,57.0,5717,6.91,6.83,4.26
46625,0.3,Premium,H,VS1,62.2,60.0,526,4.23,4.29,2.65
5717,0.27,Very Good,E,VVS2,61.9,58.0,575,4.1,4.14,2.55
23008,1.52,Premium,H,VS2,61.1,59.0,11066,7.45,7.38,4.53
29289,0.31,Ideal,G,SI2,62.2,54.0,436,4.36,4.39,2.72
53144,0.8,Ideal,F,SI2,62.7,55.0,2622,5.94,5.9,3.71
25730,2.5,Fair,J,SI2,66.9,58.0,14652,8.36,8.22,5.55
27535,2.14,Premium,E,SI2,61.5,58.0,18291,8.31,8.24,5.09
2559,0.79,Ideal,D,SI1,61.1,57.0,3209,5.94,6.0,3.65
27208,2.02,Very Good,F,SI1,62.7,59.0,17530,7.97,8.03,5.02
20294,2.16,Ideal,H,I1,62.2,56.0,8709,8.31,8.26,5.15
53000,0.71,Fair,D,VS2,64.4,56.0,2596,5.63,5.58,3.61
23012,0.35,Premium,E,SI2,61.0,58.0,630,4.56,4.52,2.77
49254,0.73,Ideal,F,SI2,61.7,57.0,2087,5.78,5.82,3.58
46018,0.53,Ideal,E,VS2,61.0,57.0,1727,5.26,5.23,3.2
22933,1.52,Ideal,I,VVS1,61.9,56.0,10968,7.34,7.37,4.55
25217,1.51,Ideal,G,VS1,61.7,54.0,13818,7.36,7.41,4.56
19354,0.4,Ideal,G,SI2,61.9,54.0,622,4.75,4.8,2.94
24209,1.63,Premium,F,SI1,59.7,62.0,12394,7.73,7.65,4.59
29662,0.35,Ideal,F,VS2,62.2,55.0,706,4.48,4.53,2.8
18896,1.04,Very Good,E,VS1,63.0,55.0,7751,6.45,6.5,4.08
25250,1.58,Very Good,D,SI1,62.7,60.0,13869,7.37,7.41,4.63
12575,1.13,Premium,D,SI2,62.0,58.0,5280,6.64,6.68,4.13
7128,0.9,Ideal,H,VS2,61.6,57.0,4173,6.17,6.29,3.84
39490,0.41,Very Good,E,VS1,62.0,57.0,1079,4.74,4.77,2.95
9976,1.04,Very Good,G,SI2,60.6,57.0,4703,6.56,6.6,3.99
33575,0.3,Very Good,F,VVS1,62.2,56.0,832,4.28,4.3,2.67
15267,1.2,Premium,H,SI1,61.2,57.0,6129,6.91,6.78,4.19
19092,1.8,Ideal,D,SI2,62.9,54.0,7862,7.77,7.74,4.88
2374,0.32,Ideal,H,VS1,61.8,55.0,561,4.41,4.42,2.73
51492,0.71,Premium,F,SI1,61.6,60.0,2381,5.79,5.73,3.55
34509,0.33,Premium,H,IF,62.0,58.0,868,4.39,4.42,2.73
21568,1.01,Very Good,F,VVS1,62.8,60.0,9667,6.4,6.34,4.0
35383,0.41,Very Good,G,VS1,60.0,61.0,899,4.77,4.86,2.89
48608,0.57,Very Good,D,VS2,61.4,56.0,1998,5.34,5.37,3.29
20062,0.31,Very Good,G,VS1,63.0,57.0,625,4.28,4.32,2.71
5471,1.01,Fair,F,SI2,65.2,57.0,3837,6.33,6.24,4.1
49727,0.7,Fair,H,VS1,64.9,56.0,2152,5.68,5.56,3.65
41295,0.34,Ideal,D,VVS1,61.7,56.0,1211,4.48,4.46,2.76
26746,2.0,Good,I,VS2,63.3,56.0,16544,7.98,8.03,5.07
18694,0.29,Ideal,E,VS1,61.2,56.0,619,4.27,4.29,2.61
38808,0.31,Premium,G,VVS1,61.2,59.0,1046,4.34,4.32,2.65
31299,0.32,Ideal,D,VS2,61.7,54.0,758,4.38,4.43,2.72
18852,1.12,Ideal,F,VS2,61.9,55.0,7727,6.73,6.68,4.15
52996,0.73,Ideal,I,VS1,61.6,55.0,2596,5.77,5.79,3.56
41390,0.42,Ideal,F,VVS2,61.7,57.0,1221,4.81,4.78,2.96
7805,0.9,Very Good,D,SI1,61.8,59.0,4291,6.13,6.16,3.8
32605,0.31,Premium,F,VS2,59.0,59.0,802,4.47,4.44,2.63
52611,0.81,Very Good,G,SI2,63.4,58.0,2545,5.87,5.92,3.74
42680,0.58,Good,E,SI1,59.3,64.0,1336,5.48,5.42,3.23
43194,0.51,Ideal,F,SI1,61.7,56.0,1394,5.12,5.15,3.17
47114,0.65,Very Good,I,VVS2,61.3,59.3,1828,5.52,5.59,3.4
6078,0.62,Ideal,D,VVS1,62.2,54.0,3968,5.45,5.48,3.4
37366,0.4,Premium,D,VS2,61.7,59.0,982,4.73,4.76,2.93
41575,0.55,Ideal,I,VS1,62.2,55.0,1238,5.26,5.29,3.28
17286,1.03,Ideal,F,VS2,61.2,54.0,6922,6.56,6.51,4.0
34148,0.33,Ideal,H,VVS2,61.9,55.0,854,4.47,4.45,2.76
34587,0.35,Ideal,F,VVS2,60.8,55.0,872,4.58,4.61,2.79
19850,1.5,Very Good,I,SI1,63.1,54.0,8408,7.34,7.31,4.62
19805,1.73,Good,E,I1,63.6,59.0,8370,7.6,7.56,4.82
7229,1.07,Good,I,VS2,63.8,60.0,4194,6.41,6.38,4.08
12236,1.02,Very Good,D,SI1,63.2,58.0,5198,6.41,6.35,4.03
26113,1.7,Good,E,VS2,64.1,60.0,15385,7.43,7.52,4.79
22206,1.7,Very Good,H,SI2,60.8,56.0,10255,7.67,7.72,4.68
40169,0.38,Very Good,D,VS2,63.4,55.0,1117,4.67,4.63,2.95
25884,2.01,Good,I,SI1,58.5,62.0,14998,8.24,8.31,4.84
23324,1.5,Good,E,SI1,63.0,54.0,11368,7.19,7.26,4.55
11330,1.5,Good,E,I1,62.4,64.0,4989,7.22,7.26,4.52
10919,0.9,Premium,H,VVS1,62.3,59.0,4890,6.15,6.09,3.81
21650,1.51,Good,G,VS2,63.7,57.0,9741,7.21,7.18,4.58
19827,1.12,Ideal,G,VS1,62.5,54.0,8394,6.65,6.69,4.17
36587,0.33,Ideal,G,IF,60.9,57.0,946,4.45,4.48,2.72
42671,0.44,Ideal,E,VVS2,61.9,56.0,1334,4.91,4.88,3.03
25496,1.57,Ideal,G,VS2,61.7,56.0,14283,7.42,7.49,4.6
32257,0.3,Ideal,G,VVS1,62.6,54.0,789,4.25,4.28,2.67
39596,0.34,Premium,E,VVS1,61.7,58.0,1084,4.48,4.43,2.75
23417,2.01,Very Good,J,SI2,60.6,60.0,11406,8.11,8.19,4.94
2393,0.32,Ideal,H,VS1,61.1,56.0,561,4.44,4.46,2.72
24865,1.52,Ideal,E,SI1,62.1,56.0,13280,7.35,7.38,4.57
11956,1.11,Premium,D,SI2,59.9,57.0,5134,6.74,6.72,4.03
52881,0.54,Ideal,D,VVS2,61.6,54.0,2583,5.25,5.27,3.24
27728,2.61,Ideal,I,SI2,62.1,56.0,18756,8.85,8.73,5.46
31981,0.3,Premium,F,VS2,61.1,59.0,776,4.32,4.29,2.63
14558,1.0,Premium,D,SI1,60.3,59.0,5880,6.47,6.44,3.89
23447,1.58,Ideal,I,VVS1,61.9,55.0,11435,7.47,7.51,4.64
12177,1.02,Premium,E,SI1,62.6,58.0,5183,6.44,6.47,4.05
27546,2.1,Ideal,G,SI2,61.3,55.0,18312,8.19,8.25,5.04
44575,0.53,Ideal,E,VS2,62.5,57.0,1607,5.16,5.18,3.23
24569,1.56,Ideal,H,VS2,62.2,56.0,12864,7.45,7.47,4.64
19257,1.39,Premium,H,SI1,62.7,58.0,7986,7.15,7.08,4.46
31100,0.3,Ideal,G,VVS1,62.6,55.0,753,4.27,4.32,2.69
50137,0.7,Very Good,H,SI1,62.1,59.0,2213,5.62,5.66,3.5
47689,0.54,Good,H,VVS2,60.9,57.2,1883,5.22,5.26,3.19
15465,1.2,Very Good,I,VS1,62.6,59.0,6192,6.69,6.73,4.2
13811,1.06,Very Good,H,VS1,61.9,58.0,5627,6.57,6.49,4.04
29930,0.5,Fair,F,I1,63.8,58.0,713,5.08,4.97,3.21
23311,1.71,Premium,G,SI2,60.9,58.0,11351,7.72,7.68,4.69
40804,0.41,Good,E,VVS1,60.4,61.0,1169,4.76,4.81,2.89
31782,0.42,Very Good,F,SI1,62.9,57.0,773,4.73,4.77,2.99
33813,0.4,Premium,F,VS2,59.3,59.0,842,4.79,4.83,2.85
47911,0.57,Premium,G,SI1,62.6,56.0,1915,5.29,5.26,3.3
45448,0.52,Good,E,VS2,58.3,61.0,1673,5.26,5.31,3.08
50680,0.7,Very Good,I,VS1,62.7,58.0,2288,5.61,5.65,3.53
37463,0.42,Ideal,G,VS1,61.2,54.0,984,4.86,4.82,2.96
53877,0.7,Ideal,E,SI1,61.7,55.0,2745,5.71,5.74,3.53
20643,1.05,Ideal,G,VVS1,61.2,57.0,8931,6.54,6.57,4.01
41274,0.31,Ideal,I,VS1,61.9,55.0,503,4.35,4.38,2.7
15824,1.26,Ideal,J,VS1,62.2,58.0,6332,6.88,6.92,4.29
47266,0.65,Good,F,SI1,58.1,61.0,1843,5.66,5.74,3.31
6085,0.8,Ideal,H,IF,62.4,54.0,3972,5.93,5.99,3.72
40493,0.42,Premium,F,VVS2,61.7,59.0,1142,4.78,4.82,2.96
3395,0.27,Very Good,F,IF,59.4,61.0,567,4.23,4.26,2.52
51920,0.7,Very Good,F,VS2,60.5,58.0,2437,5.78,5.83,3.51
51289,0.57,Premium,D,VS1,60.6,59.0,2360,5.38,5.32,3.24
2457,1.01,Premium,J,VS2,62.4,60.0,3190,6.45,6.35,3.99
34152,0.33,Premium,H,VVS2,62.4,60.0,854,4.42,4.39,2.75
30172,0.38,Ideal,I,VVS2,62.0,55.0,721,4.64,4.69,2.89
8478,1.01,Ideal,F,SI2,60.5,57.0,4416,6.49,6.53,3.94
39926,0.45,Very Good,G,VVS2,61.4,61.0,1105,4.89,4.95,3.02
24925,2.13,Premium,I,SI1,62.5,60.0,13370,8.18,8.13,5.1
52311,0.23,Very Good,D,VVS2,58.9,60.0,549,4.03,3.95,2.35
10408,0.31,Ideal,G,SI1,63.0,56.0,593,4.34,4.3,2.72
43037,0.55,Ideal,I,VS2,61.8,55.0,1374,5.28,5.32,3.27
12910,1.2,Very Good,J,VS1,63.1,59.0,5376,6.75,6.65,4.23
3724,0.36,Good,I,VS1,63.3,56.0,568,4.51,4.56,2.87
47835,0.52,Ideal,G,VVS2,62.3,56.0,1906,5.15,5.18,3.22
11848,1.03,Premium,E,SI1,61.3,60.0,5101,6.53,6.51,4.0
2141,0.84,Very Good,E,SI2,62.1,58.0,3125,6.02,6.09,3.76
44497,0.51,Very Good,G,VS1,62.7,58.0,1599,5.05,5.09,3.18
23399,0.36,Ideal,E,SI1,62.0,57.0,631,4.53,4.57,2.82
11285,1.05,Very Good,I,VS2,62.4,59.0,4975,6.48,6.51,4.05
17871,1.5,Fair,H,SI1,65.9,56.0,7211,7.11,7.04,4.66
31009,0.35,Premium,F,SI1,60.2,58.0,748,4.6,4.54,2.75
53229,0.71,Good,D,SI1,64.0,56.0,2641,5.59,5.63,3.59
37678,0.7,Fair,F,I1,66.5,62.0,992,5.54,5.49,3.67
24169,1.5,Very Good,D,SI1,62.8,58.0,12342,7.28,7.31,4.58
19605,1.04,Very Good,G,IF,61.7,58.0,8225,6.47,6.6,4.03
30017,0.42,Premium,G,SI1,62.7,59.0,717,4.72,4.75,2.97
9509,1.01,Ideal,I,SI1,60.2,59.0,4612,6.49,6.54,3.92
12633,1.0,Premium,F,SI1,60.3,58.0,5292,6.47,6.43,3.89
53818,0.71,Very Good,E,SI1,61.3,59.0,2735,5.69,5.73,3.5
1296,0.8,Very Good,H,VS2,59.1,59.0,2953,6.02,6.07,3.57
37875,0.51,Ideal,J,SI1,61.5,56.0,1004,5.14,5.17,3.17
30066,0.32,Ideal,D,VS1,61.4,56.0,720,4.38,4.41,2.7
40739,0.54,Ideal,E,SI2,62.1,56.0,1163,5.18,5.22,3.23
231,0.72,Very Good,F,VS2,63.0,54.0,2784,5.69,5.73,3.6
6573,1.0,Premium,E,SI2,62.6,56.0,4077,6.43,6.39,4.01
43942,0.32,Ideal,H,VS1,61.8,53.0,516,4.41,4.43,2.73
42030,0.38,Premium,E,VVS1,61.9,58.0,1267,4.62,4.66,2.87
47741,0.5,Fair,E,VS1,55.3,65.0,1890,5.35,5.31,2.95
39206,0.35,Ideal,D,VS1,61.0,56.0,1065,4.53,4.58,2.78
3691,0.9,Very Good,H,SI1,62.3,63.0,3447,6.06,6.13,3.8
11559,1.16,Very Good,E,SI2,62.4,55.0,5034,6.69,6.77,4.2
48556,0.67,Good,G,VS2,63.8,60.0,1990,5.5,5.47,3.5
24104,2.01,Very Good,J,SI1,59.3,62.0,12257,8.15,8.2,4.85
15190,1.1,Premium,E,SI1,60.7,55.0,6098,6.75,6.66,4.07
47031,0.57,Ideal,E,VS2,60.8,56.0,1819,5.4,5.35,3.27
34414,0.3,Ideal,G,IF,60.7,57.0,863,4.34,4.39,2.65
9768,1.06,Ideal,G,SI2,61.0,57.0,4662,6.61,6.56,4.02
17907,1.21,Ideal,E,SI1,62.2,54.1,7231,6.82,6.86,4.26
49873,0.71,Ideal,H,VS1,61.6,57.0,2175,5.74,5.79,3.55
12313,1.24,Ideal,I,SI2,61.9,57.0,5221,6.87,6.92,4.27
42896,0.53,Ideal,F,SI1,61.8,56.0,1360,5.19,5.23,3.22
22430,1.2,Ideal,G,VVS2,61.1,56.0,10454,6.88,6.91,4.21
35641,0.31,Premium,G,VVS2,60.0,62.0,907,4.44,4.4,2.65
18604,1.54,Very Good,I,SI2,60.1,61.0,7589,7.41,7.46,4.47
22123,1.52,Very Good,G,SI1,62.5,58.0,10150,7.26,7.3,4.55
47060,0.59,Ideal,D,SI1,61.2,56.0,1821,5.43,5.38,3.31
39279,0.43,Good,J,SI2,63.7,57.0,490,4.76,4.79,3.04
12473,1.08,Premium,H,VS2,62.4,58.0,5250,6.56,6.49,4.07
36849,0.37,Ideal,F,VS2,61.4,56.0,957,4.63,4.59,2.83
19928,1.56,Premium,J,VS1,61.1,59.0,8476,7.52,7.49,4.58
14764,1.23,Good,I,VS1,63.6,59.0,5940,6.85,6.76,4.33
6283,1.01,Premium,F,SI2,62.5,61.0,4017,6.37,6.33,3.97
24813,1.27,Very Good,F,VVS1,62.5,56.0,13200,6.99,6.93,4.35
5611,0.9,Very Good,E,SI2,59.4,58.0,3872,6.31,6.35,3.76
53691,0.82,Premium,I,VS2,62.2,59.0,2716,6.03,5.97,3.73
13147,1.11,Good,G,SI2,59.7,61.0,5438,6.72,6.69,4.0
34434,0.3,Ideal,G,IF,61.9,55.0,863,4.33,4.36,2.69
5465,1.0,Good,J,VS2,62.0,61.0,3835,6.36,6.45,3.97
3982,1.0,Fair,H,SI1,65.5,57.0,3511,6.26,6.21,4.08
46101,0.55,Ideal,E,VS2,62.2,54.0,1741,5.29,5.26,3.28
47051,0.53,Very Good,F,VS1,61.5,59.0,1821,5.19,5.22,3.2
36146,0.33,Premium,E,VS2,61.0,60.0,928,4.47,4.42,2.71
16469,1.02,Premium,E,VS2,61.6,60.0,6580,6.51,6.42,3.98
42972,0.41,Ideal,E,VVS1,60.7,57.0,1367,4.8,4.85,2.93
15913,1.26,Ideal,G,SI2,61.8,57.0,6362,6.93,6.95,4.29
46311,0.3,Very Good,G,VS2,63.0,55.0,526,4.29,4.31,2.71
33679,0.3,Ideal,E,VVS2,61.4,55.0,837,4.32,4.34,2.66
20513,1.41,Very Good,H,VS2,62.5,58.0,8846,7.08,7.12,4.44
23396,0.36,Premium,E,SI1,60.9,60.0,631,4.56,4.61,2.79
53410,0.71,Ideal,F,SI1,60.9,55.0,2669,5.74,5.88,3.54
29870,0.3,Premium,D,VS2,61.0,60.0,710,4.29,4.33,2.63
1239,1.01,Fair,G,SI2,67.1,59.0,2942,6.27,6.19,4.18
19259,1.55,Ideal,J,SI1,61.7,54.0,7987,7.47,7.5,4.62
30286,0.34,Very Good,J,VS1,61.7,58.0,447,4.41,4.47,2.74
2070,0.32,Premium,E,SI1,61.9,59.0,561,4.36,4.39,2.71
24551,1.52,Very Good,G,VS2,62.1,58.0,12840,7.36,7.43,4.59
44863,0.51,Very Good,H,VS1,62.3,56.0,1628,5.1,5.13,3.18
7249,1.06,Very Good,I,SI1,62.7,56.0,4197,6.46,6.5,4.06
9394,1.0,Good,F,SI1,64.1,60.0,4586,6.25,6.19,3.99
12188,1.01,Very Good,H,VS2,62.0,59.0,5186,6.45,6.48,4.01
21143,1.57,Ideal,H,SI2,60.7,57.0,9298,7.49,7.54,4.56
14892,1.29,Premium,G,SI2,62.0,58.0,5996,7.03,6.97,4.34
21128,1.58,Premium,F,SI2,62.3,60.0,9290,7.42,7.38,4.61
32258,0.36,Very Good,E,VS2,62.1,59.0,789,4.55,4.59,2.84
34276,0.41,Good,G,I1,63.8,56.0,467,4.7,4.74,3.01
43619,0.28,Ideal,G,VS2,62.1,56.0,508,4.19,4.23,2.61
46599,0.54,Ideal,F,VS2,62.3,56.0,1786,5.2,5.17,3.23
11387,0.34,Premium,G,VS2,60.3,59.0,596,4.49,4.53,2.72
23017,0.3,Premium,G,VS2,62.6,62.0,630,4.25,4.21,2.65
43687,0.5,Good,D,SI1,63.3,56.0,1436,5.07,5.1,3.22
7288,1.07,Premium,G,SI2,59.8,60.0,4201,6.65,6.7,3.99
37714,0.34,Very Good,H,VVS1,63.2,58.0,995,4.45,4.41,2.8
9295,1.45,Fair,J,SI2,58.6,68.0,4570,7.45,7.33,4.34
30657,0.29,Very Good,D,SI1,59.8,55.0,737,4.3,4.35,2.58
17735,1.51,Very Good,I,SI2,62.9,58.0,7139,7.24,7.3,4.57
18599,1.0,Premium,E,VS1,61.1,60.0,7588,6.43,6.41,3.92
41107,0.35,Ideal,E,VVS1,62.1,57.0,1195,4.52,4.55,2.81
47295,0.3,Good,I,SI1,63.3,59.0,394,4.23,4.3,2.7
37511,0.34,Ideal,F,IF,62.3,54.0,985,4.48,4.51,2.8
14463,1.17,Ideal,F,SI1,62.2,56.0,5837,6.71,6.73,4.18
47160,0.76,Ideal,J,SI2,61.5,54.0,1833,5.9,5.93,3.64
35299,0.3,Very Good,I,VS1,60.8,59.0,473,4.3,4.32,2.62
49212,0.7,Good,E,SI1,59.8,64.0,2079,5.75,5.69,3.42
41224,0.43,Premium,G,VVS1,60.3,58.0,1207,4.87,4.91,2.95
33712,0.42,Ideal,F,SI1,61.9,54.0,838,4.87,4.83,3.0
24070,1.28,Premium,E,VS1,60.8,60.0,12210,7.03,6.98,4.26
7520,1.01,Premium,I,SI1,61.8,59.0,4242,6.44,6.37,3.96
52014,0.6,Premium,G,VVS1,60.0,58.0,2444,5.53,5.43,3.29
22910,1.51,Premium,H,VS2,60.2,60.0,10951,7.5,7.38,4.48
17507,1.32,Ideal,E,SI2,62.7,56.0,7037,7.03,6.97,4.39
2336,0.74,Ideal,F,VS1,62.3,56.0,3170,5.79,5.76,3.6
14288,1.09,Very Good,G,VS2,59.9,56.0,5783,6.59,6.73,3.99
381,0.7,Good,F,VS1,62.8,61.0,2810,5.57,5.61,3.51
11678,1.12,Premium,I,VS1,62.2,59.0,5058,6.66,6.59,4.12
31821,0.41,Ideal,J,VS1,62.2,55.0,775,4.79,4.76,2.97
30677,0.4,Premium,F,SI1,61.2,58.0,737,4.71,4.74,2.89
36451,0.31,Premium,D,VS2,61.2,59.0,942,4.37,4.32,2.66
7696,1.0,Good,H,SI1,64.9,56.0,4276,6.24,6.31,4.07
28942,0.3,Ideal,G,VVS2,62.7,57.0,684,4.26,4.29,2.68
40175,0.55,Ideal,G,SI2,62.1,56.0,1117,5.25,5.22,3.25
10909,1.01,Fair,G,VS2,64.4,58.0,4887,6.25,6.18,4.0
6354,0.9,Ideal,E,SI2,61.7,56.0,4034,6.21,6.26,3.85
44387,0.41,Premium,D,VVS1,62.3,53.0,1582,4.78,4.75,2.97
46483,0.58,Good,G,VS1,59.0,62.0,1777,5.44,5.48,3.22
36725,0.32,Ideal,E,VVS1,61.7,55.0,954,4.39,4.42,2.72
7274,1.04,Very Good,G,SI2,62.9,58.0,4200,6.43,6.47,4.06
37168,0.32,Premium,D,VS2,61.7,59.0,972,4.43,4.38,2.72
28439,0.3,Ideal,D,SI1,61.3,57.0,670,4.34,4.37,2.67
36035,0.41,Premium,G,SI1,61.3,58.0,923,4.8,4.76,2.93
29948,0.25,Ideal,H,VS1,62.6,53.0,445,4.04,4.08,2.54
37979,0.51,Very Good,J,VS2,58.0,62.0,1008,5.24,5.27,3.05
46155,0.5,Ideal,G,VS1,62.3,55.0,1746,5.11,5.07,3.17
20648,1.52,Fair,F,SI2,56.3,64.0,8938,7.68,7.62,4.31
30481,0.31,Ideal,D,SI1,61.2,55.0,732,4.49,4.37,2.71
1771,0.91,Premium,G,SI2,62.8,59.0,3047,6.14,6.12,3.85
50026,0.73,Very Good,D,SI1,62.2,57.0,2197,5.74,5.78,3.58
9548,1.12,Premium,H,SI2,61.9,58.0,4620,6.66,6.74,4.15
41216,0.4,Ideal,F,VVS1,61.5,56.0,1206,4.77,4.73,2.92
38336,0.32,Ideal,E,VVS1,61.9,55.0,1020,4.41,4.38,2.72
52674,0.7,Premium,G,VS2,62.9,62.0,2550,5.63,5.57,3.52
41165,0.38,Ideal,F,VVS1,62.2,57.0,1200,4.64,4.68,2.9
20788,1.55,Premium,I,SI1,62.5,60.0,9027,7.35,7.33,4.59
42198,0.58,Good,E,SI1,59.3,64.0,1287,5.48,5.42,3.23
28077,0.38,Very Good,H,SI1,60.1,57.0,662,4.73,4.75,2.85
28694,0.41,Very Good,F,SI1,62.3,60.0,679,4.73,4.78,2.96
22450,1.61,Premium,F,SI1,60.2,58.0,10477,7.61,7.65,4.59
23208,1.0,Very Good,E,IF,62.5,55.0,11214,6.28,6.39,3.96
32938,0.37,Ideal,E,VS2,61.9,53.0,811,4.62,4.65,2.87
52583,0.59,Premium,D,VVS2,62.6,58.0,2538,5.4,5.34,3.36
6147,0.9,Very Good,D,SI2,59.5,58.0,3989,6.28,6.33,3.75
28370,0.33,Very Good,F,VS1,59.3,56.0,668,4.49,4.55,2.68
15033,0.3,Ideal,F,VS2,62.0,54.0,605,4.31,4.34,2.68
46623,0.3,Ideal,H,VS1,61.6,55.0,526,4.27,4.3,2.64
37337,0.43,Premium,E,VS2,61.6,59.0,981,4.81,4.84,2.97
17452,1.01,Ideal,D,VS2,59.8,56.0,6999,6.49,6.52,3.89
12486,1.0,Good,H,VS2,60.9,61.0,5254,6.38,6.42,3.9
